,x_pos,y_pos,z_pos
151,4,2,-10
152,4,1,-10
153,4,2,-10
154,4,3,-10
155,4,2,-10
156,4,3,-10
157,4,4,-10
158,3,4,-10
159,4,4,-10
160,5,4,-10
161,6,4,-10
162,7,4,-10
163,8,4,-10
164,7,4,-10
165,6,4,-10
166,7,4,-10
167,6,4,-10
168,7,4,-10
169,6,4,-10
170,5,4,-10
171,4,4,-10
172,5,4,-10
173,6,4,-10
174,5,4,-10
175,6,4,-10
176,5,4,-10
177,4,4,-10
178,5,4,-10
179,4,4,-10
180,4,3,-10
181,4,2,-10
182,4,3,-10
183,4,2,-10
184,4,3,-10
185,4,4,-10
186,5,4,-10
187,4,4,-10
188,5,4,-10
189,6,4,-10
190,5,4,-10
191,6,4,-10
192,7,4,-10
193,8,4,-10
194,7,4,-10
195,8,4,-10
196,8,3,-10
197,8,4,-10
198,8,5,-10
199,8,6,-10
200,8,7,-10
201,8,6,-10
202,8,5,-10
203,8,6,-10
204,8,5,-10
205,8,4,-10
206,8,5,-10
207,8,4,-10
208,8,3,-10
209,8,2,-10
210,8,3,-10
211,8,4,-10
212,7,4,-10
213,8,4,-10
214,9,4,-10
215,10,4,-10
216,9,4,-10
217,8,4,-10
218,8,3,-10
219,8,2,-10
220,8,1,-10
221,8,2,-10
222,8,1,-10
223,8,0,-10
224,7,0,-10
225,6,0,-10
226,5,0,-10
227,4,0,-10
228,5,0,-10
229,6,0,-10
230,7,0,-10
231,8,0,-10
232,9,0,-10
233,10,0,-10
234,11,0,-10
235,12,0,-10
236,11,0,-10
237,10,0,-10
238,11,0,-10
239,12,0,-10
240,13,0,-10
241,14,0,-10
242,15,0,-10
243,14,0,-10
244,15,0,-10
245,14,0,-10
246,15,0,-10
247,16,0,-10
248,16,1,-10
249,16,2,-10
250,16,1,-10
251,16,2,-10
252,16,1,-10
253,16,2,-10
254,16,1,-10
255,16,0,-10
256,17,0,-10
257,18,0,-10
258,19,0,-10
259,20,0,-10
260,19,0,-10
261,20,0,-10
262,19,0,-10
263,20,0,-10
264,20,1,-10
265,20,0,-10
266,20,1,-10
267,20,0,-10
268,20,1,-10
269,20,2,-10
270,20,1,-10
271,20,2,-10
272,20,3,-10
273,20,4,-10
274,19,4,-10
275,20,4,-10
276,20,3,-10
277,20,4,-10
278,20,5,-10
279,20,4,-10
280,20,5,-10
281,20,4,-10
282,20,3,-10
283,20,4,-10
284,20,3,-10
285,20,2,-10
286,20,3,-10
287,20,4,-10
288,20,3,-10
289,20,4,-10
290,19,4,-10
291,20,4,-10
292,20,3,-10
293,20,2,-10
294,20,3,-10
295,20,2,-10
296,20,1,-10
297,20,0,-10
298,19,0,-10
299,18,0,-10
300,19,0,-10
301,18,0,-10
302,17,0,-10
303,16,0,-10
304,17,0,-10
305,16,0,-10
306,15,0,-10
307,14,0,-10
308,13,0,-10
309,14,0,-10
310,13,0,-10
311,12,0,-10
312,12,1,-10
313,12,0,-10
314,11,0,-10
315,10,0,-10
316,11,0,-10
317,10,0,-10
318,9,0,-10
319,10,0,-10
320,11,0,-10
321,10,0,-10
322,9,0,-10
323,8,0,-10
324,8,1,-10
325,8,0,-10
326,9,0,-10
327,10,0,-10
328,9,0,-10
329,10,0,-10
330,9,0,-10
331,10,0,-10
332,9,0,-10
333,10,0,-10
334,11,0,-10
335,12,0,-10
336,11,0,-10
337,10,0,-10
338,11,0,-10
339,10,0,-10
340,11,0,-10
341,10,0,-10
342,11,0,-10
343,10,0,-10
344,9,0,-10
345,8,0,-10
346,9,0,-10
347,8,0,-10
348,9,0,-10
349,10,0,-10
350,9,0,-10
351,8,0,-10
352,9,0,-10
353,8,0,-10
354,9,0,-10
355,10,0,-10
356,9,0,-10
357,10,0,-10
358,9,0,-10
359,10,0,-10
360,11,0,-10
361,12,0,-10
362,12,1,-10
363,12,0,-10
364,11,0,-10
365,12,0,-10
366,11,0,-10
367,10,0,-10
368,9,0,-10
369,8,0,-10
370,8,1,-10
371,8,2,-10
372,8,3,-10
373,8,2,-10
374,8,1,-10
375,8,2,-10
376,8,1,-10
377,8,2,-10
378,8,1,-10
379,8,0,-10
380,7,0,-10
381,6,0,-10
382,7,0,-10
383,8,0,-10
384,9,0,-10
385,8,0,-10
386,7,0,-10
387,6,0,-10
388,7,0,-10
389,6,0,-10
390,5,0,-10
391,4,0,-10
392,4,1,-10
393,4,0,-10
394,5,0,-10
395,4,0,-10
396,5,0,-10
397,4,0,-10
398,3,0,-10
399,2,0,-10
400,1,0,-10
401,0,0,-10
402,0,1,-10
403,0,0,-10
404,0,1,-10
405,0,2,-10
406,0,1,-10
407,0,0,-10
408,1,0,-10
409,0,0,-10
410,1,0,-10
411,2,0,-10
412,3,0,-10
413,2,0,-10
414,1,0,-10
415,2,0,-10
416,3,0,-10
417,2,0,-10
418,3,0,-10
419,2,0,-10
420,3,0,-10
421,2,0,-10
422,1,0,-10
423,2,0,-10
424,3,0,-10
425,4,0,-10
426,3,0,-10
427,4,0,-10
428,4,1,-10
429,4,2,-10
430,4,1,-10
431,4,2,-10
432,4,3,-10
433,4,2,-10
434,4,3,-10
435,4,4,-10
436,4,3,-10
437,4,4,-10
438,4,5,-10
439,4,4,-10
440,3,4,-10
441,2,4,-10
442,1,4,-10
443,2,4,-10
444,1,4,-10
445,0,4,-10
446,0,5,-10
447,0,6,-10
448,0,5,-10
449,0,6,-10
450,0,7,-10
451,0,8,-10
452,0,9,-10
453,0,10,-10
454,0,9,-10
455,0,10,-10
456,0,9,-10
457,0,8,-10
458,0,7,-10
459,0,8,-10
460,0,7,-10
461,0,6,-10
462,0,7,-10
463,0,8,-10
464,0,7,-10
465,0,6,-10
466,0,5,-10
467,0,4,-10
468,0,3,-10
469,0,2,-10
470,0,3,-10
471,0,4,-10
472,0,5,-10
473,0,6,-10
474,0,7,-10
475,0,8,-10
476,0,7,-10
477,0,8,-10
478,1,8,-10
479,0,8,-10
480,1,8,-10
481,2,8,-10
482,1,8,-10
483,0,8,-10
484,1,8,-10
485,2,8,-10
486,1,8,-10
487,2,8,-10
488,3,8,-10
489,4,8,-10
490,4,9,-10
491,4,8,-10
492,4,7,-10
493,4,8,-10
494,3,8,-10
495,4,8,-10
496,5,8,-10
497,4,8,-10
498,4,9,-10
499,4,8,-10
500,3,8,-10
501,2,8,-10
502,3,8,-10
503,4,8,-10
504,4,7,-10
505,4,8,-10
506,4,9,-10
507,4,10,-10
508,4,11,-10
509,4,10,-10
510,4,9,-10
511,4,8,-10
512,3,8,-10
513,4,8,-10
514,4,9,-10
515,4,10,-10
516,4,9,-10
517,4,8,-10
518,4,9,-10
519,4,10,-10
520,4,11,-10
521,4,10,-10
522,4,9,-10
523,4,10,-10
524,4,11,-10
525,4,12,-10
526,4,13,-10
527,4,12,-10
528,4,13,-10
529,4,14,-10
530,4,13,-10
531,4,14,-10
532,4,15,-10
533,4,16,-10
534,5,16,-10
535,6,16,-10
536,7,16,-10
537,8,16,-10
538,9,16,-10
539,10,16,-10
540,11,16,-10
541,12,16,-10
542,11,16,-10
543,12,16,-10
544,12,15,-10
545,12,16,-10
546,12,17,-10
547,12,18,-10
548,12,19,-10
549,12,20,-10
550,11,20,-10
551,10,20,-10
552,9,20,-10
553,8,20,-10
554,8,19,-10
555,8,20,-10
556,8,19,-10
557,8,18,-10
558,8,19,-10
559,8,18,-10
560,8,19,-10
561,8,18,-10
562,8,19,-10
563,8,18,-10
564,8,17,-10
565,8,16,-10
566,7,16,-10
567,6,16,-10
568,7,16,-10
569,8,16,-10
570,8,17,-10
571,8,16,-10
572,8,15,-10
573,8,16,-10
574,8,15,-10
575,8,14,-10
576,8,15,-10
577,8,14,-10
578,8,15,-10
579,8,16,-10
580,7,16,-10
581,6,16,-10
582,7,16,-10
583,8,16,-10
584,9,16,-10
585,8,16,-10
586,8,17,-10
587,8,18,-10
588,8,17,-10
589,8,18,-10
590,8,17,-10
591,8,16,-10
592,9,16,-10
593,10,16,-10
594,9,16,-10
595,10,16,-10
596,11,16,-10
597,10,16,-10
598,9,16,-10
599,8,16,-10
600,8,17,-10
601,8,18,-10
602,8,19,-10
603,8,18,-10
604,8,17,-10
605,8,16,-10
606,7,16,-10
607,6,16,-10
608,5,16,-10
609,4,16,-10
610,3,16,-10
611,4,16,-10
612,4,17,-10
613,4,18,-10
614,4,17,-10
615,4,16,-10
616,4,17,-10
617,4,18,-10
618,4,19,-10
619,4,20,-10
620,3,20,-10
621,2,20,-10
622,1,20,-10
623,0,20,-10
624,0,19,-10
625,0,18,-10
626,0,17,-10
627,0,16,-10
628,1,16,-10
629,0,16,-10
630,0,17,-10
631,0,18,-10
632,0,19,-10
633,0,20,-10
634,1,20,-10
635,2,20,-10
636,3,20,-10
637,2,20,-10
638,1,20,-10
639,2,20,-10
640,3,20,-10
641,4,20,-10
642,3,20,-10
643,2,20,-10
644,3,20,-10
645,4,20,-10
646,4,19,-10
647,4,20,-10
648,5,20,-10
649,6,20,-10
650,5,20,-10
651,4,20,-10
652,4,19,-10
653,4,20,-10
654,5,20,-10
655,4,20,-10
656,4,19,-10
657,4,18,-10
658,4,19,-10
659,4,20,-10
660,5,20,-10
661,4,20,-10
662,4,19,-10
663,4,20,-10
664,3,20,-10
665,2,20,-10
666,1,20,-10
667,0,20,-10
668,0,19,-10
669,0,20,-10
670,0,19,-10
671,0,20,-10
672,0,19,-10
673,0,20,-10
674,0,19,-10
675,0,18,-10
676,0,17,-10
677,0,18,-10
678,0,19,-10
679,0,20,-10
680,0,19,-10
681,0,18,-10
682,0,17,-10
683,0,18,-10
684,0,19,-10
685,0,18,-10
686,0,19,-10
687,0,20,-10
688,1,20,-10
689,0,20,-10
690,1,20,-10
691,2,20,-10
692,1,20,-10
693,0,20,-10
694,1,20,-10
695,2,20,-10
696,3,20,-10
697,2,20,-10
698,1,20,-10
699,2,20,-10
700,3,20,-10
701,4,20,-10
702,4,19,-10
703,4,20,-10
704,3,20,-10
705,4,20,-10
706,3,20,-10
707,2,20,-10
708,1,20,-10
709,2,20,-10
710,1,20,-10
711,0,20,-10
712,0,19,-10
713,0,20,-10
714,1,20,-10
715,2,20,-10
716,3,20,-10
717,2,20,-10
718,3,20,-10
719,4,20,-10
720,5,20,-10
721,6,20,-10
722,7,20,-10
723,8,20,-10
724,9,20,-10
725,8,20,-10
726,7,20,-10
727,8,20,-10
728,9,20,-10
729,10,20,-10
730,11,20,-10
731,12,20,-10
732,12,19,-10
733,12,18,-10
734,12,19,-10
735,12,20,-10
736,11,20,-10
737,12,20,-10
738,11,20,-10
739,10,20,-10
740,11,20,-10
741,12,20,-10
742,13,20,-10
743,14,20,-10
744,13,20,-10
745,12,20,-10
746,12,19,-10
747,12,20,-10
748,11,20,-10
749,12,20,-10
750,12,19,-10
751,12,18,-10
752,12,17,-10
753,12,18,-10
754,12,17,-10
755,12,18,-10
756,12,19,-10
757,12,20,-10
758,11,20,-10
759,10,20,-10
760,9,20,-10
761,10,20,-10
762,9,20,-10
763,8,20,-10
764,9,20,-10
765,8,20,-10
766,8,19,-10
767,8,20,-10
768,8,19,-10
769,8,20,-10
770,7,20,-10
771,8,20,-10
772,9,20,-10
773,8,20,-10
774,9,20,-10
775,8,20,-10
776,8,19,-10
777,8,18,-10
778,8,19,-10
779,8,20,-10
780,7,20,-10
781,8,20,-10
782,9,20,-10
783,10,20,-10
784,9,20,-10
785,8,20,-10
786,7,20,-10
787,6,20,-10
788,5,20,-10
789,4,20,-10
790,4,19,-10
791,4,18,-10
792,4,19,-10
793,4,18,-10
794,4,17,-10
795,4,16,-10
796,4,17,-10
797,4,16,-10
798,4,15,-10
799,4,16,-10
800,5,16,-10
801,6,16,-10
802,5,16,-10
803,4,16,-10
804,3,16,-10
805,2,16,-10
806,1,16,-10
807,2,16,-10
808,3,16,-10
809,4,16,-10
810,3,16,-10
811,2,16,-10
812,3,16,-10
813,2,16,-10
814,3,16,-10
815,2,16,-10
816,1,16,-10
817,0,16,-10
818,0,15,-10
819,0,16,-10
820,0,17,-10
821,0,16,-10
822,1,16,-10
823,2,16,-10
824,1,16,-10
825,2,16,-10
826,1,16,-10
827,0,16,-10
828,1,16,-10
829,2,16,-10
830,3,16,-10
831,2,16,-10
832,1,16,-10
833,2,16,-10
834,3,16,-10
835,4,16,-10
836,3,16,-10
837,4,16,-10
838,3,16,-10
839,2,16,-10
840,3,16,-10
841,4,16,-10
842,3,16,-10
843,4,16,-10
844,5,16,-10
845,6,16,-10
846,5,16,-10
847,4,16,-10
848,3,16,-10
849,4,16,-10
850,4,15,-10
851,4,16,-10
852,4,17,-10
853,4,16,-10
854,5,16,-10
855,6,16,-10
856,5,16,-10
857,6,16,-10
858,7,16,-10
859,6,16,-10
860,7,16,-10
861,8,16,-10
862,7,16,-10
863,8,16,-10
864,8,15,-10
865,8,14,-10
866,8,15,-10
867,8,16,-10
868,8,15,-10
869,8,14,-10
870,8,13,-10
871,8,14,-10
872,8,13,-10
873,8,14,-10
874,8,13,-10
875,8,14,-10
876,8,15,-10
877,8,14,-10
878,8,15,-10
879,8,16,-10
880,8,15,-10
881,8,16,-10
882,9,16,-10
883,8,16,-10
884,7,16,-10
885,8,16,-10
886,8,17,-10
887,8,18,-10
888,8,19,-10
889,8,18,-10
890,8,17,-10
891,8,18,-10
892,8,17,-10
893,8,16,-10
894,7,16,-10
895,6,16,-10
896,5,16,-10
897,6,16,-10
898,7,16,-10
899,6,16,-10
900,5,16,-10
901,4,16,-10
902,4,15,-10
903,4,14,-10
904,4,13,-10
905,4,12,-10
906,3,12,-10
907,4,12,-10
908,4,11,-10
909,4,10,-10
910,4,11,-10
911,4,12,-10
912,5,12,-10
913,4,12,-10
914,3,12,-10
915,2,12,-10
916,1,12,-10
917,0,12,-10
918,1,12,-10
919,0,12,-10
920,0,11,-10
921,0,12,-10
922,0,11,-10
923,0,10,-10
924,0,11,-10
925,0,12,-10
926,0,13,-10
927,0,12,-10
928,0,11,-10
929,0,10,-10
930,0,9,-10
931,0,10,-10
932,0,11,-10
933,0,12,-10
934,0,11,-10
935,0,10,-10
936,0,11,-10
937,0,10,-10
938,0,11,-10
939,0,10,-10
940,0,9,-10
941,0,8,-10
942,0,9,-10
943,0,8,-10
944,0,7,-10
945,0,8,-10
946,0,7,-10
947,0,6,-10
948,0,5,-10
949,0,6,-10
950,0,5,-10
951,0,4,-10
952,0,5,-10
953,0,4,-10
954,1,4,-10
955,0,4,-10
956,0,5,-10
957,0,6,-10
958,0,5,-10
959,0,6,-10
960,0,7,-10
961,0,8,-10
962,1,8,-10
963,2,8,-10
964,1,8,-10
965,0,8,-10
966,0,9,-10
967,0,10,-10
968,0,9,-10
969,0,8,-10
970,0,7,-10
971,0,6,-10
972,0,7,-10
973,0,8,-10
974,0,9,-10
975,0,8,-10
976,0,9,-10
977,0,10,-10
978,0,9,-10
979,0,8,-10
980,0,9,-10
981,0,8,-10
982,0,7,-10
983,0,6,-10
984,0,5,-10
985,0,4,-10
986,1,4,-10
987,2,4,-10
988,1,4,-10
989,0,4,-10
990,0,3,-10
991,0,4,-10
992,0,5,-10
993,0,6,-10
994,0,7,-10
995,0,8,-10
996,0,7,-10
997,0,8,-10
998,0,9,-10
999,0,10,-10
1000,0,11,-10
1001,0,10,-10
1002,0,11,-10
1003,0,10,-10
1004,0,11,-10
1005,0,10,-10
1006,0,9,-10
1007,0,10,-10
1008,0,11,-10
1009,0,12,-10
1010,0,13,-10
1011,0,12,-10
1012,0,11,-10
1013,0,12,-10
1014,1,12,-10
1015,2,12,-10
1016,1,12,-10
1017,0,12,-10
1018,0,11,-10
1019,0,10,-10
1020,0,11,-10
1021,0,12,-10
1022,0,11,-10
1023,0,10,-10
1024,0,9,-10
1025,0,10,-10
1026,0,11,-10
1027,0,10,-10
1028,0,9,-10
1029,0,10,-10
1030,0,9,-10
1031,0,10,-10
1032,0,11,-10
1033,0,10,-10
1034,0,11,-10
1035,0,12,-10
1036,0,11,-10
1037,0,10,-10
1038,0,9,-10
1039,0,8,-10
1040,0,9,-10
1041,0,10,-10
1042,0,9,-10
1043,0,8,-10
1044,0,9,-10
1045,0,8,-10
1046,1,8,-10
1047,2,8,-10
1048,3,8,-10
1049,4,8,-10
1050,5,8,-10
1051,6,8,-10
1052,5,8,-10
1053,4,8,-10
1054,3,8,-10
1055,4,8,-10
1056,4,9,-10
1057,4,8,-10
1058,5,8,-10
1059,6,8,-10
1060,5,8,-10
1061,6,8,-10
1062,7,8,-10
1063,6,8,-10
1064,7,8,-10
1065,8,8,-10
1066,9,8,-10
1067,10,8,-10
1068,9,8,-10
1069,10,8,-10
1070,11,8,-10
1071,10,8,-10
1072,11,8,-10
1073,12,8,-10
1074,12,9,-10
1075,12,8,-10
1076,11,8,-10
1077,12,8,-10
1078,13,8,-10
1079,14,8,-10
1080,15,8,-10
1081,14,8,-10
1082,15,8,-10
1083,14,8,-10
1084,13,8,-10
1085,14,8,-10
1086,13,8,-10
1087,14,8,-10
1088,15,8,-10
1089,14,8,-10
1090,13,8,-10
1091,14,8,-10
1092,15,8,-10
1093,16,8,-10
1094,16,7,-10
1095,16,8,-10
1096,16,7,-10
1097,16,8,-10
1098,16,9,-10
1099,16,8,-10
1100,17,8,-10
1101,18,8,-10
1102,19,8,-10
1103,18,8,-10
1104,19,8,-10
1105,18,8,-10
1106,19,8,-10
1107,18,8,-10
1108,17,8,-10
1109,16,8,-10
1110,16,7,-10
1111,16,6,-10
1112,16,5,-10
1113,16,4,-10
1114,17,4,-10
1115,16,4,-10
1116,16,5,-10
1117,16,4,-10
1118,16,5,-10
1119,16,6,-10
1120,16,5,-10
1121,16,4,-10
1122,16,3,-10
1123,16,2,-10
1124,16,3,-10
1125,16,2,-10
1126,16,1,-10
1127,16,0,-10
1128,15,0,-10
1129,14,0,-10
1130,15,0,-10
1131,16,0,-10
1132,16,1,-10
1133,16,2,-10
1134,16,1,-10
1135,16,2,-10
1136,16,3,-10
1137,16,4,-10
1138,16,5,-10
1139,16,4,-10
1140,15,4,-10
1141,14,4,-10
1142,13,4,-10
1143,12,4,-10
1144,13,4,-10
1145,12,4,-10
1146,13,4,-10
1147,14,4,-10
1148,15,4,-10
1149,14,4,-10
1150,15,4,-10
1151,16,4,-10
1152,15,4,-10
1153,14,4,-10
1154,15,4,-10
1155,16,4,-10
1156,16,5,-10
1157,16,4,-10
1158,17,4,-10
1159,18,4,-10
1160,19,4,-10
1161,20,4,-10
1162,20,5,-10
1163,20,6,-10
1164,20,5,-10
1165,20,6,-10
1166,20,5,-10
1167,20,4,-10
1168,19,4,-10
1169,18,4,-10
1170,17,4,-10
1171,16,4,-10
1172,15,4,-10
1173,16,4,-10
1174,17,4,-10
1175,18,4,-10
1176,17,4,-10
1177,18,4,-10
1178,17,4,-10
1179,16,4,-10
1180,15,4,-10
1181,16,4,-10
1182,17,4,-10
1183,18,4,-10
1184,17,4,-10
1185,18,4,-10
1186,19,4,-10
1187,18,4,-10
1188,19,4,-10
1189,20,4,-10
1190,20,5,-10
1191,20,6,-10
1192,20,7,-10
1193,20,6,-10
1194,20,5,-10
1195,20,6,-10
1196,20,7,-10
1197,20,8,-10
1198,20,7,-10
1199,20,6,-10
1200,20,5,-10
1201,20,4,-10
1202,19,4,-10
1203,18,4,-10
1204,17,4,-10
1205,16,4,-10
1206,17,4,-10
1207,18,4,-10
1208,19,4,-10
1209,20,4,-10
1210,20,3,-10
1211,20,4,-10
1212,20,3,-10
1213,20,2,-10
1214,20,1,-10
1215,20,2,-10
1216,20,1,-10
1217,20,0,-10
1218,19,0,-10
1219,18,0,-10
1220,19,0,-10
1221,18,0,-10
1222,17,0,-10
1223,16,0,-10
1224,16,1,-10
1225,16,0,-10
1226,15,0,-10
1227,14,0,-10
1228,13,0,-10
1229,12,0,-10
1230,11,0,-10
1231,10,0,-10
1232,11,0,-10
1233,12,0,-10
1234,11,0,-10
1235,10,0,-10
1236,11,0,-10
1237,10,0,-10
1238,9,0,-10
1239,8,0,-10
1240,9,0,-10
1241,8,0,-10
1242,9,0,-10
1243,8,0,-10
1244,9,0,-10
1245,8,0,-10
1246,8,1,-10
1247,8,0,-10
1248,7,0,-10
1249,8,0,-10
1250,7,0,-10
1251,6,0,-10
1252,7,0,-10
1253,6,0,-10
1254,7,0,-10
1255,8,0,-10
1256,9,0,-10
1257,8,0,-10
1258,9,0,-10
1259,10,0,-10
1260,11,0,-10
1261,12,0,-10
1262,11,0,-10
1263,10,0,-10
1264,9,0,-10
1265,8,0,-10
1266,7,0,-10
1267,6,0,-10
1268,7,0,-10
1269,8,0,-10
1270,7,0,-10
1271,8,0,-10
1272,7,0,-10
1273,8,0,-10
1274,7,0,-10
1275,8,0,-10
1276,8,1,-10
1277,8,2,-10
1278,8,1,-10
1279,8,0,-10
1280,8,1,-10
1281,8,2,-10
1282,8,1,-10
1283,8,0,-10
1284,8,1,-10
1285,8,2,-10
1286,8,3,-10
1287,8,2,-10
1288,8,3,-10
1289,8,2,-10
1290,8,1,-10
1291,8,2,-10
1292,8,3,-10
1293,8,2,-10
1294,8,3,-10
1295,8,4,-10
1296,8,5,-10
1297,8,4,-10
1298,9,4,-10
1299,10,4,-10
1300,9,4,-10
1301,10,4,-10
1302,9,4,-10
1303,8,4,-10
1304,8,5,-10
1305,8,6,-10
1306,8,7,-10
1307,8,8,-10
1308,8,7,-10
1309,8,8,-10
1310,7,8,-10
1311,8,8,-10
1312,8,7,-10
1313,8,8,-10
1314,8,7,-10
1315,8,8,-10
1316,9,8,-10
1317,10,8,-10
1318,11,8,-10
1319,12,8,-10
1320,12,7,-10
1321,12,6,-10
1322,12,7,-10
1323,12,8,-10
1324,12,7,-10
1325,12,8,-10
1326,13,8,-10
1327,14,8,-10
1328,13,8,-10
1329,14,8,-10
1330,13,8,-10
1331,14,8,-10
1332,15,8,-10
1333,14,8,-10
1334,15,8,-10
1335,16,8,-10
1336,15,8,-10
1337,14,8,-10
1338,13,8,-10
1339,12,8,-10
1340,11,8,-10
1341,12,8,-10
1342,11,8,-10
1343,12,8,-10
1344,13,8,-10
1345,12,8,-10
1346,11,8,-10
1347,10,8,-10
1348,11,8,-10
1349,10,8,-10
1350,11,8,-10
1351,10,8,-10
1352,9,8,-10
1353,8,8,-10
1354,8,9,-10
1355,8,8,-10
1356,7,8,-10
1357,8,8,-10
1358,8,9,-10
1359,8,10,-10
1360,8,9,-10
1361,8,8,-10
1362,7,8,-10
1363,6,8,-10
1364,5,8,-10
1365,4,8,-10
1366,4,7,-10
1367,4,6,-10
1368,4,5,-10
1369,4,4,-10
1370,4,5,-10
1371,4,4,-10
1372,4,3,-10
1373,4,2,-10
1374,4,3,-10
1375,4,4,-10
1376,5,4,-10
1377,4,4,-10
1378,3,4,-10
1379,2,4,-10
1380,3,4,-10
1381,2,4,-10
1382,3,4,-10
1383,4,4,-10
1384,3,4,-10
1385,4,4,-10
1386,4,5,-10
1387,4,4,-10
1388,4,5,-10
1389,4,6,-10
1390,4,7,-10
1391,4,6,-10
1392,4,5,-10
1393,4,6,-10
1394,4,7,-10
1395,4,8,-10
1396,5,8,-10
1397,4,8,-10
1398,3,8,-10
1399,2,8,-10
1400,1,8,-10
1401,2,8,-10
1402,3,8,-10
1403,4,8,-10
1404,3,8,-10
1405,2,8,-10
1406,1,8,-10
1407,2,8,-10
1408,1,8,-10
1409,2,8,-10
1410,3,8,-10
1411,2,8,-10
1412,1,8,-10
1413,2,8,-10
1414,1,8,-10
1415,2,8,-10
1416,1,8,-10
1417,0,8,-10
1418,1,8,-10
1419,0,8,-10
1420,0,7,-10
1421,0,6,-10
1422,0,5,-10
1423,0,4,-10
1424,1,4,-10
1425,0,4,-10
1426,1,4,-10
1427,2,4,-10
1428,3,4,-10
1429,2,4,-10
1430,1,4,-10
1431,0,4,-10
1432,0,5,-10
1433,0,6,-10
1434,0,7,-10
1435,0,8,-10
1436,0,7,-10
1437,0,8,-10
1438,0,9,-10
1439,0,8,-10
1440,1,8,-10
1441,0,8,-10
1442,0,7,-10
1443,0,8,-10
1444,1,8,-10
1445,2,8,-10
1446,1,8,-10
1447,0,8,-10
1448,1,8,-10
1449,0,8,-10
1450,0,9,-10
1451,0,8,-10
1452,0,9,-10
1453,0,8,-10
1454,0,7,-10
1455,0,8,-10
1456,1,8,-10
1457,0,8,-10
1458,0,9,-10
1459,0,10,-10
1460,0,9,-10
1461,0,10,-10
1462,0,9,-10
1463,0,10,-10
1464,0,11,-10
1465,0,12,-10
1466,0,11,-10
1467,0,12,-10
1468,0,11,-10
1469,0,10,-10
1470,0,11,-10
1471,0,10,-10
1472,0,9,-10
1473,0,8,-10
1474,0,9,-10
1475,0,10,-10
1476,0,9,-10
1477,0,10,-10
1478,0,9,-10
1479,0,8,-10
1480,1,8,-10
1481,0,8,-10
1482,0,7,-10
1483,0,6,-10
1484,0,5,-10
1485,0,6,-10
1486,0,5,-10
1487,0,6,-10
1488,0,7,-10
1489,0,6,-10
1490,0,5,-10
1491,0,4,-10
1492,0,5,-10
1493,0,4,-10
1494,0,3,-10
1495,0,2,-10
